Time [s],Value,Parity Error,Framing Error
0.001894833333333,0x55,,
0.001933875000000,0x33,,
0.001972958333333,0x04,,
0.002012000000000,0xC2,,
0.002051041666667,0x03,,
0.002090083333333,0x09,,
0.002129125000000,0x0D,,
0.002168166666667,0x01,,
0.002207250000000,0x00,,
0.002246291666667,0x03,,
0.002285333333333,0x42,,
0.002324375000000,0x00,,
0.002363416666667,0x00,,
0.002402458333333,0x00,,
0.002441500000000,0x00,,
0.002480583333333,0x00,,
0.002519625000000,0x00,,
0.002558666666667,0x00,,
0.002597708333333,0x00,,
0.002636750000000,0x00,,
0.002675791666667,0x00,,
0.002714875000000,0x00,,
0.002753916666667,0x00,,
0.002792958333333,0x00,,
0.002832000000000,0x00,,
0.002871041666667,0x00,,
0.002910083333333,0x00,,
0.002949166666667,0x00,,
0.002988208333333,0x00,,
0.003027250000000,0x80,,
0.003066291666667,0x3F,,
0.003105333333333,0x00,,
0.003152208333333,0x00,,
0.003191250000000,0x00,,
0.003230291666667,0x00,,
0.003269333333333,0x00,,
0.003308375000000,0x00,,
0.003347416666667,0x00,,
0.003386500000000,0x00,,
0.003425541666667,0x00,,
0.003464583333333,0x00,,
0.003503625000000,0x00,,
0.003542666666667,0x00,,
0.003581708333333,0x00,,
0.003620791666667,0x00,,
0.003659833333333,0x00,,
0.003698875000000,0x00,,
0.003737916666667,0x00,,
0.003776958333333,0x00,,
0.003816000000000,0x57,,
0.003855083333333,0xC4,,
0.021895333333333,0x55,,
0.021934416666667,0x33,,
0.021973458333333,0x04,,
0.022012500000000,0xC2,,
0.022051541666667,0x03,,
0.022090583333333,0x09,,
0.022129625000000,0x0E,,
0.022168708333333,0x01,,
0.022207750000000,0x00,,
0.022246791666667,0x03,,
0.022285833333333,0x42,,
0.022324875000000,0x00,,
0.022363916666667,0x00,,
0.022403000000000,0x00,,
0.022442041666667,0x00,,
0.022481083333333,0x00,,
0.022520125000000,0x00,,
0.022559166666667,0x00,,
0.022598208333333,0x00,,
0.022637250000000,0x00,,
0.022676333333333,0x00,,
0.022715375000000,0x00,,
0.022754416666667,0x00,,
0.022793458333333,0x00,,
0.022832500000000,0x00,,
0.022871541666667,0x00,,
0.022910625000000,0x00,,
0.022949666666667,0x00,,
0.022988708333333,0x00,,
0.023027750000000,0x80,,
0.023066791666667,0x3F,,
0.023105833333333,0x00,,
0.023152708333333,0x00,,
0.023191750000000,0x00,,
0.023230791666667,0x00,,
0.023269833333333,0x00,,
0.023308916666667,0x00,,
0.023347958333333,0x00,,
0.023387000000000,0x00,,
0.023426041666667,0x00,,
0.023465083333333,0x00,,
0.023504125000000,0x00,,
0.023543208333333,0x00,,
0.023582250000000,0x00,,
0.023621291666667,0x00,,
0.023660333333333,0x00,,
0.023699375000000,0x00,,
0.023738416666667,0x00,,
0.023777458333333,0x00,,
0.023816541666667,0x1B,,
0.023855583333333,0x74,,
0.023894625000000,0x55,,
0.023933666666667,0x3F,,
0.023972708333333,0x04,,
0.024011750000000,0x8F,,
0.024050833333333,0x03,,
0.024089875000000,0x09,,
0.024128916666667,0x54,,
0.024167958333333,0x00,,
0.024207000000000,0x00,,
0.024246041666667,0x03,,
0.024285125000000,0x43,,
0.024324166666667,0x00,,
0.024363208333333,0x00,,
0.024410041666667,0x00,,
0.024449125000000,0x00,,
0.024488166666667,0x00,,
0.024527208333333,0x00,,
0.024566250000000,0x00,,
0.024605291666667,0x00,,
0.024644333333333,0x00,,
0.024683416666667,0x00,,
0.024722458333333,0x00,,
0.024761500000000,0x00,,
0.024800541666667,0x00,,
0.024839583333333,0x00,,
0.024878625000000,0x00,,
0.024917666666667,0x00,,
0.024956750000000,0x00,,
0.024995791666667,0x00,,
0.025034833333333,0x00,,
0.025073875000000,0x00,,
0.025112916666667,0x00,,
0.025151958333333,0x00,,
0.025191041666667,0x00,,
0.025230083333333,0x00,,
0.025269125000000,0x00,,
0.025308166666667,0x00,,
0.025347208333333,0x00,,
0.025386250000000,0x00,,
0.025425333333333,0x00,,
0.025464375000000,0x00,,
0.025503416666667,0x81,,
0.025542458333333,0x00,,
0.025581500000000,0x01,,
0.025620541666667,0x60,,
0.025667416666667,0x80,,
0.025706458333333,0x00,,
0.025745500000000,0x00,,
0.025784541666667,0x00,,
0.025823625000000,0x00,,
0.025862666666667,0x00,,
0.025901708333333,0x1C,,
0.025940750000000,0x00,,
0.025979791666667,0x00,,
0.026018833333333,0x00,,
0.026057916666667,0x00,,
0.026096958333333,0x1E,,
0.026136000000000,0x8A,,
0.026175041666667,0x08,,
0.026214083333333,0x04,,
0.026253125000000,0x02,,
0.026292166666667,0xA6,,
0.026331250000000,0x4E,,
0.041895875000000,0x55,,
0.041934916666667,0x33,,
0.041973958333333,0x04,,
0.042013000000000,0xC2,,
0.042052041666667,0x03,,
0.042091083333333,0x09,,
0.042130166666667,0x0F,,
0.042169208333333,0x01,,
0.042208250000000,0x00,,
0.042247291666667,0x03,,
0.042286333333333,0x42,,
0.042325375000000,0x00,,
0.042364458333333,0x00,,
0.042403500000000,0x00,,
0.042442541666667,0x00,,
0.042481583333333,0x00,,
0.042520625000000,0x00,,
0.042559666666667,0x00,,
0.042598750000000,0x00,,
0.042637791666667,0x00,,
0.042676833333333,0x00,,
0.042715875000000,0x00,,
0.042754916666667,0x00,,
0.042793958333333,0x00,,
0.042833000000000,0x00,,
0.042872083333333,0x00,,
0.042911125000000,0x00,,
0.042950166666667,0x00,,
0.042989208333333,0x00,,
0.043028250000000,0x80,,
0.043067291666667,0x3F,,
0.043106375000000,0x00,,
0.043161041666667,0x00,,
0.043200083333333,0x00,,
0.043239125000000,0x00,,
0.043278166666667,0x00,,
0.043317208333333,0x00,,
0.043356250000000,0x00,,
0.043395333333333,0x00,,
0.043434375000000,0x00,,
0.043473416666667,0x00,,
0.043512458333333,0x00,,
0.043551500000000,0x00,,
0.043590541666667,0x00,,
0.043629625000000,0x00,,
0.043668666666667,0x00,,
0.043707708333333,0x00,,
0.043746750000000,0x00,,
0.043785791666667,0x00,,
0.043824833333333,0xDF,,
0.043863916666667,0x1B,,
0.061892458333333,0x55,,
0.061931500000000,0x33,,
0.061970583333333,0x04,,
0.062009625000000,0xC2,,
0.062048666666667,0x03,,
0.062087708333333,0x09,,
0.062126750000000,0x10,,
0.062165791666667,0x01,,
0.062204833333333,0x00,,
0.062243916666667,0x03,,
0.062282958333333,0x42,,
0.062322000000000,0x00,,
0.062361041666667,0x00,,
0.062400083333333,0x00,,
0.062439125000000,0x00,,
0.062478208333333,0x00,,
0.062517250000000,0x00,,
0.062556291666667,0x00,,
0.062595333333333,0x00,,
0.062634375000000,0x00,,
0.062673416666667,0x00,,
0.062712500000000,0x00,,
0.062751541666667,0x00,,
0.062790583333333,0x00,,
0.062829625000000,0x00,,
0.062868666666667,0x00,,
0.062907708333333,0x00,,
0.062946791666667,0x00,,
0.062985833333333,0x00,,
0.063024875000000,0x80,,
0.063063916666667,0x3F,,
0.063102958333333,0x00,,
0.063149833333333,0x00,,
0.063188875000000,0x00,,
0.063227916666667,0x00,,
0.063266958333333,0x00,,
0.063306000000000,0x00,,
0.063345083333333,0x00,,
0.063384125000000,0x00,,
0.063423166666667,0x00,,
0.063462208333333,0x00,,
0.063501250000000,0x00,,
0.063540291666667,0x00,,
0.063579333333333,0x00,,
0.063618416666667,0x00,,
0.063657458333333,0x00,,
0.063696500000000,0x00,,
0.063735541666667,0x00,,
0.063774583333333,0x00,,
0.063813625000000,0xA7,,
0.063852708333333,0xB6,,
0.081892958333333,0x55,,
0.081932041666667,0x33,,
0.081971083333333,0x04,,
0.082010125000000,0xC2,,
0.082049166666667,0x03,,
0.082088208333333,0x09,,
0.082127250000000,0x11,,
0.082166333333333,0x01,,
0.082205375000000,0x00,,
0.082244416666667,0x03,,
0.082283458333333,0x42,,
0.082322500000000,0x00,,
0.082361541666667,0x00,,
0.082400625000000,0x00,,
0.082439666666667,0x00,,
0.082478708333333,0x00,,
0.082517750000000,0x00,,
0.082556791666667,0x00,,
0.082595833333333,0x00,,
0.082634875000000,0x00,,
0.082673958333333,0x00,,
0.082713000000000,0x00,,
0.082752041666667,0x00,,
0.082791083333333,0x00,,
0.082830125000000,0x00,,
0.082869166666667,0x00,,
0.082908250000000,0x00,,
0.082947291666667,0x00,,
0.082986333333333,0x00,,
0.083025375000000,0x80,,
0.083064416666667,0x3F,,
0.083103458333333,0x00,,
0.083150333333333,0x00,,
0.083189375000000,0x00,,
0.083228416666667,0x00,,
0.083267458333333,0x00,,
0.083306541666667,0x00,,
0.083345583333333,0x00,,
0.083384625000000,0x00,,
0.083423666666667,0x00,,
0.083462708333333,0x00,,
0.083501750000000,0x00,,
0.083540833333333,0x00,,
0.083579875000000,0x00,,
0.083618916666667,0x00,,
0.083657958333333,0x00,,
0.083697000000000,0x00,,
0.083736041666667,0x00,,
0.083775125000000,0x00,,
0.083814166666667,0x63,,
0.083853208333333,0xD9,,
0.101920833333333,0x55,,
0.101959875000000,0x33,,
0.101998916666667,0x04,,
0.102037958333333,0xC2,,
0.102077000000000,0x03,,
0.102116083333333,0x09,,
0.102155125000000,0x12,,
0.102194166666667,0x01,,
0.102233208333333,0x00,,
0.102272250000000,0x03,,
0.102311291666667,0x42,,
0.102350375000000,0x00,,
0.102389416666667,0x00,,
0.102428458333333,0x00,,
0.102467500000000,0x00,,
0.102506541666667,0x00,,
0.102545583333333,0x00,,
0.102584625000000,0x00,,
0.102623708333333,0x00,,
0.102662750000000,0x00,,
0.102701791666667,0x00,,
0.102740833333333,0x00,,
0.102779875000000,0x00,,
0.102818916666667,0x00,,
0.102858000000000,0x00,,
0.102897041666667,0x00,,
0.102936083333333,0x00,,
0.102975125000000,0x00,,
0.103014166666667,0x00,,
0.103053208333333,0x80,,
0.103092250000000,0x3F,,
0.103131333333333,0x00,,
0.103178166666667,0x00,,
0.103217208333333,0x00,,
0.103256291666667,0x00,,
0.103295333333333,0x00,,
0.103334375000000,0x00,,
0.103373416666667,0x00,,
0.103412458333333,0x00,,
0.103451500000000,0x00,,
0.103490541666667,0x00,,
0.103529625000000,0x00,,
