Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.001967958333333,0,0x1E,0x0A,Write,ACK
0.001990458333333,0,0x1E,0x01,Write,ACK
0.011967791666667,1,0x1E,0x03,Write,ACK
0.012021958333333,2,0x1F,0xF9,Read,ACK
0.012044458333333,2,0x1F,0xFF,Read,ACK
0.012066958333333,2,0x1F,0x2B,Read,ACK
0.012089458333333,2,0x1F,0x00,Read,ACK
0.012111958333333,2,0x1F,0x85,Read,ACK
0.012134458333333,2,0x1F,0xFF,Read,NAK
0.021974166666667,3,0x1E,0x0A,Write,ACK
0.021996666666667,3,0x1E,0x01,Write,ACK
0.031966666666667,4,0x1E,0x03,Write,ACK
0.032020875000000,5,0x1F,0xF9,Read,ACK
0.032043375000000,5,0x1F,0xFF,Read,ACK
0.032065875000000,5,0x1F,0x2B,Read,ACK
0.032088375000000,5,0x1F,0x00,Read,ACK
0.032110875000000,5,0x1F,0x84,Read,ACK
0.032133375000000,5,0x1F,0xFF,Read,NAK
0.041969041666667,6,0x1E,0x0A,Write,ACK
0.041991541666667,6,0x1E,0x01,Write,ACK
0.051969750000000,7,0x1E,0x03,Write,ACK
0.052023958333333,8,0x1F,0xF8,Read,ACK
0.052046458333333,8,0x1F,0xFF,Read,ACK
0.052068958333333,8,0x1F,0x2A,Read,ACK
0.052091458333333,8,0x1F,0x00,Read,ACK
0.052113958333333,8,0x1F,0x84,Read,ACK
0.052136458333333,8,0x1F,0xFF,Read,NAK
0.061967166666667,9,0x1E,0x0A,Write,ACK
0.061989666666667,9,0x1E,0x01,Write,ACK
0.071967458333333,10,0x1E,0x03,Write,ACK
0.072021583333333,11,0x1F,0xF9,Read,ACK
0.072044083333333,11,0x1F,0xFF,Read,ACK
0.072066583333333,11,0x1F,0x2A,Read,ACK
0.072089083333333,11,0x1F,0x00,Read,ACK
0.072111583333333,11,0x1F,0x84,Read,ACK
0.072134083333333,11,0x1F,0xFF,Read,NAK
0.081969375000000,12,0x1E,0x0A,Write,ACK
0.081991875000000,12,0x1E,0x01,Write,ACK
0.091967750000000,13,0x1E,0x03,Write,ACK
0.092022041666667,14,0x1F,0xF9,Read,ACK
0.092044541666667,14,0x1F,0xFF,Read,ACK
0.092067041666667,14,0x1F,0x2B,Read,ACK
0.092089541666667,14,0x1F,0x00,Read,ACK
0.092112041666667,14,0x1F,0x83,Read,ACK
0.092134541666667,14,0x1F,0xFF,Read,NAK
0.101968041666667,15,0x1E,0x0A,Write,ACK
0.101990541666667,15,0x1E,0x01,Write,ACK
0.111970708333333,16,0x1E,0x03,Write,ACK
0.112024958333333,17,0x1F,0xF9,Read,ACK
0.112047416666667,17,0x1F,0xFF,Read,ACK
0.112069958333333,17,0x1F,0x2B,Read,ACK
0.112092458333333,17,0x1F,0x00,Read,ACK
0.112114916666667,17,0x1F,0x85,Read,ACK
0.112137416666667,17,0x1F,0xFF,Read,NAK
0.121977833333333,18,0x1E,0x0A,Write,ACK
0.122000333333333,18,0x1E,0x01,Write,ACK
0.131968458333333,19,0x1E,0x03,Write,ACK
0.132022375000000,20,0x1F,0xF9,Read,ACK
0.132044875000000,20,0x1F,0xFF,Read,ACK
0.132067375000000,20,0x1F,0x2B,Read,ACK
0.132089916666667,20,0x1F,0x00,Read,ACK
0.132112375000000,20,0x1F,0x86,Read,ACK
0.132134875000000,20,0x1F,0xFF,Read,NAK
0.141968666666667,21,0x1E,0x0A,Write,ACK
0.141991166666667,21,0x1E,0x01,Write,ACK
0.151968833333333,22,0x1E,0x03,Write,ACK
0.152023041666667,23,0x1F,0xF8,Read,ACK
0.152045541666667,23,0x1F,0xFF,Read,ACK
0.152068041666667,23,0x1F,0x2A,Read,ACK
0.152090541666667,23,0x1F,0x00,Read,ACK
0.152113041666667,23,0x1F,0x84,Read,ACK
0.152135541666667,23,0x1F,0xFF,Read,NAK
0.161971916666667,24,0x1E,0x0A,Write,ACK
0.161994416666667,24,0x1E,0x01,Write,ACK
0.171971833333333,25,0x1E,0x03,Write,ACK
0.172026208333333,26,0x1F,0xF8,Read,ACK
0.172048708333333,26,0x1F,0xFF,Read,ACK
0.172071208333333,26,0x1F,0x2A,Read,ACK
0.172093708333333,26,0x1F,0x00,Read,ACK
0.172116208333333,26,0x1F,0x84,Read,ACK
0.172138708333333,26,0x1F,0xFF,Read,NAK
0.181972375000000,27,0x1E,0x0A,Write,ACK
0.181994875000000,27,0x1E,0x01,Write,ACK
0.191969583333333,28,0x1E,0x03,Write,ACK
0.192026666666667,29,0x1F,0xF9,Read,ACK
0.192049166666667,29,0x1F,0xFF,Read,ACK
0.192071666666667,29,0x1F,0x2B,Read,ACK
0.192094166666667,29,0x1F,0x00,Read,ACK
0.192116666666667,29,0x1F,0x86,Read,ACK
0.192139166666667,29,0x1F,0xFF,Read,NAK
0.201969666666667,30,0x1E,0x0A,Write,ACK
0.201992166666667,30,0x1E,0x01,Write,ACK
0.211972958333333,31,0x1E,0x03,Write,ACK
0.212027166666667,32,0x1F,0xF9,Read,ACK
0.212049666666667,32,0x1F,0xFF,Read,ACK
0.212072166666667,32,0x1F,0x2B,Read,ACK
0.212094708333333,32,0x1F,0x00,Read,ACK
0.212117166666667,32,0x1F,0x85,Read,ACK
0.212139666666667,32,0x1F,0xFF,Read,NAK
0.221974875000000,33,0x1E,0x0A,Write,ACK
0.221997375000000,33,0x1E,0x01,Write,ACK
0.231970583333333,34,0x1E,0x03,Write,ACK
0.232024791666667,35,0x1F,0xF8,Read,ACK
0.232047291666667,35,0x1F,0xFF,Read,ACK
0.232069791666667,35,0x1F,0x2B,Read,ACK
0.232092291666667,35,0x1F,0x00,Read,ACK
0.232114791666667,35,0x1F,0x83,Read,ACK
0.232137291666667,35,0x1F,0xFF,Read,NAK
0.241972625000000,36,0x1E,0x0A,Write,ACK
0.241995125000000,36,0x1E,0x01,Write,ACK
0.251970666666667,37,0x1E,0x03,Write,ACK
0.252025291666667,38,0x1F,0xF9,Read,ACK
0.252047791666667,38,0x1F,0xFF,Read,ACK
0.252070291666667,38,0x1F,0x2A,Read,ACK
0.252092791666667,38,0x1F,0x00,Read,ACK
0.252115291666667,38,0x1F,0x83,Read,ACK
0.252137791666667,38,0x1F,0xFF,Read,NAK
0.261970666666667,39,0x1E,0x0A,Write,ACK
0.261993166666667,39,0x1E,0x01,Write,ACK
0.271971000000000,40,0x1E,0x03,Write,ACK
0.272025333333333,41,0x1F,0xF9,Read,ACK
0.272047833333333,41,0x1F,0xFF,Read,ACK
0.272070333333333,41,0x1F,0x2B,Read,ACK
0.272092833333333,41,0x1F,0x00,Read,ACK
0.272115333333333,41,0x1F,0x84,Read,ACK
0.272137833333333,41,0x1F,0xFF,Read,NAK
0.281973583333333,42,0x1E,0x0A,Write,ACK
0.281996083333333,42,0x1E,0x01,Write,ACK
0.291971333333333,43,0x1E,0x03,Write,ACK
0.292025708333333,44,0x1F,0xFA,Read,ACK
0.292048208333333,44,0x1F,0xFF,Read,ACK
0.292070708333333,44,0x1F,0x2B,Read,ACK
0.292093208333333,44,0x1F,0x00,Read,ACK
0.292115708333333,44,0x1F,0x83,Read,ACK
0.292138208333333,44,0x1F,0xFF,Read,NAK
0.301971791666667,45,0x1E,0x0A,Write,ACK
0.301994291666667,45,0x1E,0x01,Write,ACK
0.311971708333333,46,0x1E,0x03,Write,ACK
0.312028500000000,47,0x1F,0xF9,Read,ACK
0.312051000000000,47,0x1F,0xFF,Read,ACK
0.312073500000000,47,0x1F,0x2A,Read,ACK
0.312096000000000,47,0x1F,0x00,Read,ACK
0.312118500000000,47,0x1F,0x85,Read,ACK
0.312141000000000,47,0x1F,0xFF,Read,NAK
0.321971791666667,48,0x1E,0x0A,Write,ACK
0.321994291666667,48,0x1E,0x01,Write,ACK
0.331972125000000,49,0x1E,0x03,Write,ACK
0.332026333333333,50,0x1F,0xF9,Read,ACK
0.332048833333333,50,0x1F,0xFF,Read,ACK
0.332071333333333,50,0x1F,0x2B,Read,ACK
0.332093833333333,50,0x1F,0x00,Read,ACK
0.332116333333333,50,0x1F,0x82,Read,ACK
0.332138833333333,50,0x1F,0xFF,Read,NAK
0.341974875000000,51,0x1E,0x0A,Write,ACK
0.341997375000000,51,0x1E,0x01,Write,ACK
0.351972458333333,52,0x1E,0x03,Write,ACK
0.352026666666667,53,0x1F,0xF9,Read,ACK
0.352049166666667,53,0x1F,0xFF,Read,ACK
0.352071666666667,53,0x1F,0x2A,Read,ACK
0.352094166666667,53,0x1F,0x00,Read,ACK
0.352116666666667,53,0x1F,0x83,Read,ACK
0.352139166666667,53,0x1F,0xFF,Read,NAK
0.361974333333333,54,0x1E,0x0A,Write,ACK
0.361996833333333,54,0x1E,0x01,Write,ACK
0.371972791666667,55,0x1E,0x03,Write,ACK
0.372029583333333,56,0x1F,0xF9,Read,ACK
0.372052083333333,56,0x1F,0xFF,Read,ACK
0.372074583333333,56,0x1F,0x2A,Read,ACK
0.372097083333333,56,0x1F,0x00,Read,ACK
0.372119583333333,56,0x1F,0x82,Read,ACK
0.372142083333333,56,0x1F,0xFF,Read,NAK
0.381973750000000,57,0x1E,0x0A,Write,ACK
0.381996250000000,57,0x1E,0x01,Write,ACK
0.391974750000000,58,0x1E,0x03,Write,ACK
0.392029083333333,59,0x1F,0xF9,Read,ACK
0.392051583333333,59,0x1F,0xFF,Read,ACK
0.392074083333333,59,0x1F,0x2B,Read,ACK
0.392096583333333,59,0x1F,0x00,Read,ACK
0.392119083333333,59,0x1F,0x85,Read,ACK
0.392141583333333,59,0x1F,0xFF,Read,NAK
0.401976208333333,60,0x1E,0x0A,Write,ACK
0.401998708333333,60,0x1E,0x01,Write,ACK
0.411973541666667,61,0x1E,0x03,Write,ACK
0.412027750000000,62,0x1F,0xF9,Read,ACK
0.412050250000000,62,0x1F,0xFF,Read,ACK
0.412072750000000,62,0x1F,0x2C,Read,ACK
0.412095250000000,62,0x1F,0x00,Read,ACK
0.412117750000000,62,0x1F,0x85,Read,ACK
0.412140250000000,62,0x1F,0xFF,Read,NAK
0.421976791666667,63,0x1E,0x0A,Write,ACK
0.421999291666667,63,0x1E,0x01,Write,ACK
0.431973875000000,64,0x1E,0x03,Write,ACK
0.432028250000000,65,0x1F,0xF9,Read,ACK
0.432050750000000,65,0x1F,0xFF,Read,ACK
0.432073250000000,65,0x1F,0x2B,Read,ACK
0.432095750000000,65,0x1F,0x00,Read,ACK
0.432118250000000,65,0x1F,0x85,Read,ACK
0.432140750000000,65,0x1F,0xFF,Read,NAK
0.441975500000000,66,0x1E,0x0A,Write,ACK
0.441998000000000,66,0x1E,0x01,Write,ACK
0.451976833333333,67,0x1E,0x03,Write,ACK
0.452031041666667,68,0x1F,0xF9,Read,ACK
0.452053541666667,68,0x1F,0xFF,Read,ACK
0.452076041666667,68,0x1F,0x2A,Read,ACK
0.452098541666667,68,0x1F,0x00,Read,ACK
0.452121041666667,68,0x1F,0x83,Read,ACK
0.452143541666667,68,0x1F,0xFF,Read,NAK
0.461977333333333,69,0x1E,0x0A,Write,ACK
0.461999833333333,69,0x1E,0x01,Write,ACK
0.471974541666667,70,0x1E,0x03,Write,ACK
0.472028875000000,71,0x1F,0xFA,Read,ACK
0.472051375000000,71,0x1F,0xFF,Read,ACK
0.472073875000000,71,0x1F,0x2B,Read,ACK
0.472096375000000,71,0x1F,0x00,Read,ACK
0.472118875000000,71,0x1F,0x84,Read,ACK
0.472141375000000,71,0x1F,0xFF,Read,NAK
0.481974750000000,72,0x1E,0x0A,Write,ACK
0.481997250000000,72,0x1E,0x01,Write,ACK
0.491974916666667,73,0x1E,0x03,Write,ACK
0.492029291666667,74,0x1F,0xF9,Read,ACK
0.492051791666667,74,0x1F,0xFF,Read,ACK
0.492074291666667,74,0x1F,0x2B,Read,ACK
0.492096791666667,74,0x1F,0x00,Read,ACK
0.492119291666667,74,0x1F,0x83,Read,ACK
0.492141791666667,74,0x1F,0xFF,Read,NAK
0.501977083333333,75,0x1E,0x0A,Write,ACK
0.501999583333333,75,0x1E,0x01,Write,ACK
0.511977875000000,76,0x1E,0x03,Write,ACK
0.512032041666667,77,0x1F,0xF9,Read,ACK
0.512054541666667,77,0x1F,0xFF,Read,ACK
0.512077041666667,77,0x1F,0x2B,Read,ACK
0.512099541666667,77,0x1F,0x00,Read,ACK
0.512122041666667,77,0x1F,0x84,Read,ACK
0.512144541666667,77,0x1F,0xFF,Read,NAK
0.521975333333333,78,0x1E,0x0A,Write,ACK
0.521997833333333,78,0x1E,0x01,Write,ACK
0.531975666666667,79,0x1E,0x03,Write,ACK
0.532029833333333,80,0x1F,0xF9,Read,ACK
0.532052333333333,80,0x1F,0xFF,Read,ACK
0.532074833333333,80,0x1F,0x2B,Read,ACK
0.532097333333333,80,0x1F,0x00,Read,ACK
0.532119833333333,80,0x1F,0x84,Read,ACK
0.532142333333333,80,0x1F,0xFF,Read,NAK
0.541975708333333,81,0x1E,0x0A,Write,ACK
0.541998208333333,81,0x1E,0x01,Write,ACK
0.551976000000000,82,0x1E,0x03,Write,ACK
0.552030208333333,83,0x1F,0xF9,Read,ACK
0.552052708333333,83,0x1F,0xFF,Read,ACK
0.552075208333333,83,0x1F,0x2A,Read,ACK
0.552097708333333,83,0x1F,0x00,Read,ACK
0.552120208333333,83,0x1F,0x84,Read,ACK
0.552142708333333,83,0x1F,0xFF,Read,NAK
0.561976125000000,84,0x1E,0x0A,Write,ACK
0.561998625000000,84,0x1E,0x01,Write,ACK
0.571979000000000,85,0x1E,0x03,Write,ACK
0.572033333333333,86,0x1F,0xF9,Read,ACK
0.572055833333333,86,0x1F,0xFF,Read,ACK
0.572078333333333,86,0x1F,0x2A,Read,ACK
0.572100833333333,86,0x1F,0x00,Read,ACK
0.572123333333333,86,0x1F,0x83,Read,ACK
0.572145833333333,86,0x1F,0xFF,Read,NAK
0.581981125000000,87,0x1E,0x0A,Write,ACK
0.582003625000000,87,0x1E,0x01,Write,ACK
0.591976750000000,88,0x1E,0x03,Write,ACK
0.592030833333333,89,0x1F,0xF9,Read,ACK
0.592053333333333,89,0x1F,0xFF,Read,ACK
0.592075833333333,89,0x1F,0x2B,Read,ACK
0.592098333333333,89,0x1F,0x00,Read,ACK
0.592120833333333,89,0x1F,0x83,Read,ACK
0.592143333333333,89,0x1F,0xFF,Read,NAK
0.601976875000000,90,0x1E,0x0A,Write,ACK
0.601999375000000,90,0x1E,0x01,Write,ACK
0.611977083333333,91,0x1E,0x03,Write,ACK
0.612031291666667,92,0x1F,0xF9,Read,ACK
0.612053791666667,92,0x1F,0xFF,Read,ACK
0.612076291666667,92,0x1F,0x2B,Read,ACK
0.612098791666667,92,0x1F,0x00,Read,ACK
0.612121291666667,92,0x1F,0x84,Read,ACK
0.612143791666667,92,0x1F,0xFF,Read,NAK
0.621982291666667,93,0x1E,0x0A,Write,ACK
0.622004791666667,93,0x1E,0x01,Write,ACK
0.631980125000000,94,0x1E,0x03,Write,ACK
0.632034166666667,95,0x1F,0xF9,Read,ACK
0.632056666666667,95,0x1F,0xFF,Read,ACK
0.632079166666667,95,0x1F,0x2B,Read,ACK
0.632101666666667,95,0x1F,0x00,Read,ACK
0.632124166666667,95,0x1F,0x84,Read,ACK
0.632146666666667,95,0x1F,0xFF,Read,NAK
0.641979833333333,96,0x1E,0x0A,Write,ACK
0.642002333333333,96,0x1E,0x01,Write,ACK
0.651977875000000,97,0x1E,0x03,Write,ACK
0.652031750000000,98,0x1F,0xF9,Read,ACK
0.652054250000000,98,0x1F,0xFF,Read,ACK
0.652076750000000,98,0x1F,0x2B,Read,ACK
0.652099250000000,98,0x1F,0x00,Read,ACK
0.652121750000000,98,0x1F,0x83,Read,ACK
0.652144250000000,98,0x1F,0xFF,Read,NAK
0.661985541666667,99,0x1E,0x0A,Write,ACK
0.662008041666667,99,0x1E,0x01,Write,ACK
0.671978208333333,100,0x1E,0x03,Write,ACK
0.672032958333333,101,0x1F,0xF9,Read,ACK
0.672055458333333,101,0x1F,0xFF,Read,ACK
0.672077958333333,101,0x1F,0x2A,Read,ACK
0.672100458333333,101,0x1F,0x00,Read,ACK
0.672122958333333,101,0x1F,0x84,Read,ACK
0.672145458333333,101,0x1F,0xFF,Read,NAK
0.681981000000000,102,0x1E,0x0A,Write,ACK
0.682003500000000,102,0x1E,0x01,Write,ACK
0.691981250000000,103,0x1E,0x03,Write,ACK
0.692035583333333,104,0x1F,0xFA,Read,ACK
0.692058083333333,104,0x1F,0xFF,Read,ACK
0.692080583333333,104,0x1F,0x2B,Read,ACK
0.692103083333333,104,0x1F,0x00,Read,ACK
0.692125583333333,104,0x1F,0x83,Read,ACK
0.692148083333333,104,0x1F,0xFF,Read,NAK
0.701978458333333,105,0x1E,0x0A,Write,ACK
0.702000958333333,105,0x1E,0x01,Write,ACK
0.711978875000000,106,0x1E,0x03,Write,ACK
0.712032791666667,107,0x1F,0xFA,Read,ACK
0.712055333333333,107,0x1F,0xFF,Read,ACK
0.712077791666667,107,0x1F,0x2B,Read,ACK
0.712100333333333,107,0x1F,0x00,Read,ACK
0.712122791666667,107,0x1F,0x84,Read,ACK
