Time [s],Packet,Type,Identifier,Control,Data,CRC,ACK
8.426932333333333,228,DATA,0x15F8718F,0x5,0x0C 0x46 0x10 0x84 0x21,,
8.486933958333333,229,REMOTE,0x1EA87188,0x5,,0x0623,ACK
8.666934833333332,230,DATA,0x575,0x1,0xC6,0x19D4,ACK
8.686935374999999,231,DATA,0x555,0x1,0xC6,0x11D4,ACK
8.708935166666667,232,DATA,0x115,0xD,0xC4 0x3D 0x88 0x62 0x30 0x86 0x10 0x84,0x108D,ACK
8.726967666666667,233,REMOTE,0x05F8718A,0x5,,0x0623,ACK
8.746937000000001,234,REMOTE,0x1EA8718E,0x5,,0x0623,ACK
8.766937499999999,235,REMOTE,0x15F8718A,0x5,,0x0623,ACK
8.786938041666666,236,DATA,0x555,0x1,0xC6,0x1DD4,ACK
8.808937875000000,237,DATA,0x1EABB10F,0x1,0x0E,0x293D,NAK
8.809999958333334,238,REMOTE,0x045CA72B,0x5,,0x0421,ACK
8.810859041666667,239,DATA,0x652,0xC,0x63 0x58 0x86 0x27 0x88 0x7B,,
8.828930583333333,240,DATA,0x7C5,0x3,0xC4 0x3D 0x88,0x31B8,NAK
8.846939666666668,241,REMOTE,0x1EA87189,0x5,,0x0623,ACK
8.848938916666667,242,DATA,0x555,0x2,0xC4 0x3D,0x4421,ACK
8.866971416666667,243,DATA,0x555,0x1,0xC6,0x1BD4,ACK
8.906941249999999,244,DATA,0x5D5,0x1,0xC6,,
8.926941791666666,245,REMOTE,0x1FA8718B,0xA,,0x0C46,ACK
8.947223458333333,246,DATA,0x1C306108,0x1,0x08,0x2108,NAK
9.067226666666667,247,DATA,0x1C306108,0x1,0x08,0x2108,NAK
9.086942166666667,248,REMOTE,0x1EA8718B,0xA,,0x0C46,ACK
9.107223833333334,249,DATA,0x14306108,0x1,0x08,0x2108,NAK
9.126943208333334,250,DATA,0x555,0x1,0xC6,0x11D4,ACK
9.146951541666667,251,REMOTE,0x05F8718C,0x5,,0x0623,ACK
9.166944291666667,252,REMOTE,0x1EA87188,0x5,,0x0623,ACK
9.326948541666667,253,DATA,0x575,0x1,0xC6,0x11D4,ACK
9.346949083333334,254,DATA,0x5D5,0x1,0xC6,0x19D4,ACK
9.366949625000000,255,REMOTE,0x1FA8718A,0x5,,0x0623,ACK
9.368948874999999,256,DATA,0x525,0x5,0xC4 0x37 0x68 0x62 0x5C,0x4F6F,NAK
9.386950166666667,257,REMOTE,0x1EA8718E,0x5,,0x0623,ACK
9.388965041666667,258,REMOTE,0x17EB318E,0x7,,0x0633,ACK
9.390964333333333,259,DATA,0x384,0x0,,0x42D0,ACK
9.406950666666667,260,REMOTE,0x05F8718A,0x5,,0x0623,ACK
9.408949958333332,261,DATA,0x5D5,0x2,0xC4 0x2D,0x4421,ACK
9.426955124999999,262,REMOTE,0x1FA8718E,0x5,,0x0623,ACK
9.446975166666666,263,REMOTE,0x15F87189,0x5,,0x0623,ACK
9.466952291666667,264,REMOTE,0x1FA8718D,0x5,,0x0623,ACK
9.486948916666666,265,REMOTE,0x1FA87189,0x5,,0x0623,ACK
